Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Finland,FIN,0.290702003704111,0.256327745972389,0.236746349037823,0.254900014010385,0.259148500232216,0.286385436910982,0.26182532924141,0.210603310478855,0.242821543496819,0.224678512496112,0.164602334786661,0.15042396215836,0.153044324899867,0.140519228328896,0.128843937758149,0.125323648999051,0.113249491691209,0.102270963743481
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,France,FRA,0.171069976188647,0.150454060484998,0.14341592405908,0.14219215237743,0.138804239901452,0.139169161804491,0.135647947641428,0.133870967730171,0.126904275584364,0.121544704312841,0.0987010442883861,0.0977167784533895,0.0930988315777778,0.0896167289285975,0.0861929577765136,0.0896524399487214,0.0849517409457852,0.076564660666828
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Gabon,GAB,0.262641347918921,0.233410578089131,0.238377297710033,0.23823945137878,0.229310054836467,0.254425369900956,0.227999784273077,0.214223680255628,0.196799872709046,0.168351840999726,0.154830896177913,0.133398273464062,0.123614206715968,0.123049864549312,0.122373509519843,0.116698543167211,0.118930254065767,0.106018131148592
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,"Gambia, The",GMB,0.0436952033182496,0.0470978237450827,0.0693289807683916,0.072345043263732,0.0777046299453422,0.0738673580249379,0.071960557760377,0.0748917192191551,0.0842209550579098,0.0851308916877943,0.0898196495957636,0.0863446028346559,0.0812735567580734,0.082771818878451,0.0863890718693925,0.0835006745737384,0.0826766024703017,0.0765784811256919
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Georgia,GEO,0.556014422293375,0.213965646647163,0.224029689386101,0.15906971385632,0.139674234293794,0.138466667024451,0.142603634634933,0.150322791018024,0.156767124962321,0.161669079212659,0.191502639883404,0.1845080991613,0.173425079379273,0.176176911559028,0.182112228881937,0.173158441928918,0.162309604500045,0.153257183774337
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Germany,DEU,0.300972786471956,0.21808606562204,0.212159995667425,0.212116004355233,0.208879699548117,0.211914267679074,0.206008616514123,0.199087389831472,0.194827565549819,0.182969188431128,0.158305554805819,0.151237990577232,0.144215430660978,0.133209501125336,0.128045635573812,0.130288914531452,0.125057889004014,0.110837196798575
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Ghana,GHA,0.0730101867106711,0.108596981064721,0.0931427382734255,0.0967314496283467,0.109159192009542,0.0974398274872518,0.0862069209339295,0.0860377152266149,0.0981169096607715,0.0993114602734142,0.0973532208416806,0.0943188850363273,0.100164182769025,0.0992986071288087,0.108315225328955,0.116395163289021,0.111125336830542,0.105225310724488
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Greece,GRC,0.283838041749994,0.27294612712192,0.283214900071712,0.276418813657585,0.26395704144217,0.25905418729888,0.245216054746694,0.2472353271841,0.229476441510704,0.229540372651381,0.200987934618664,0.198717890386169,0.189582481956701,0.171544190309834,0.160569632371228,0.15293100672988,0.146582650752097,0.134745689433854
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Greenland,GRL,0.00052590127433367,0.000558375147466482,0.000521350907664462,0.000554419051391678,0.000559856248246996,0.000536106485811331,0.219501420096836,0.211257416845956,0.205212908342282,0.197496331688694,0.143182949884945,0.13992248590283,0.140489922263287,0.137804471925738,0.138518018319911,0.142171903562442,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Grenada,GRD,0.0571715367223406,0.0673020985130385,0.0458440791254631,0.0475260223818354,0.0499729421294467,0.0501960149640608,0.0480550433146171,0.0456270457806303,0.0542008402046799,0.0567342297634194,0.07070581882897,0.0679665016223805,0.0666027331297175,0.0759671931740288,0.0714881561911789,0.0755136642100704,0.0706235895960338,0.0719214147920055
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Guatemala,GTM,0.057089278288249,0.087492047767916,0.0943735910668117,0.0968804979138736,0.0980511801316567,0.0951867301721777,0.0940695632797537,0.0988112504222976,0.094935393540121,0.0951626848741954,0.101950810110462,0.0940399700123022,0.0994375959640858,0.100309475390355,0.0915603547491435,0.0972470372566026,0.092101273606752,0.0950739989285385
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Guinea,GIN,0.0697902752653773,0.0507935875157588,0.0740028587892839,0.0760114062527023,0.0779409814023895,0.0813418022689415,0.0814726656586592,0.0758413570325678,0.0801076499886674,0.0774352492242631,0.0855844773870707,0.0778298625344838,0.0739513455343782,0.0743208934192603,0.0741719848086341,0.0716530025923365,0.0714633766007409,0.0653060875100346
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Guinea-Bissau,GNB,0.0905448900403187,0.0967621085963038,0.0855012031568232,0.0845748789683224,0.0862149357442146,0.102157765845629,0.103784647373223,0.099563271959716,0.102712964635119,0.105227116126806,0.0919382348196092,0.0702406898251934,0.0681001571314732,0.0683846461184426,0.0705966313792422,0.0676354016433576,0.0675369466125405,0.0623082089285112
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Guyana,GUY,0.308439421484761,0.279228134931451,0.270788490780874,0.262125120241662,0.255740120999144,0.256733235535795,0.261177765676998,0.236115992628468,0.202065978830118,0.226985792947901,0.259099192899593,0.250950623835919,0.251180581634238,0.258058752199669,0.214394331868301,0.175354897301675,0.109079797891759,0.0810812190258975
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Haiti,HTI,0.042195729913109,0.0597827831936476,0.0626694549403862,0.0641095904870701,0.0716461629345977,0.0687358288007285,0.0643818145804059,0.063799119215918,0.0634548000958831,0.0714860289489043,0.0975745915148097,0.0954113413632676,0.0930872303415442,0.0957072721103576,0.0953521023853702,0.0956230668806581,0.0967540833337379,0.102788718951658
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Honduras,HND,0.106822039719211,0.171984279528406,0.165827037935903,0.190195363773152,0.193597767216182,0.204974402338879,0.219484577919594,0.187525713133838,0.202049390015576,0.202398084553267,0.185838257648947,0.159671373571111,0.148131383240339,0.163128469130563,0.15544323529302,0.154825688350153,0.155378169970265,0.158970902001111
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,"Hong Kong SAR, China",HKG,0.19441694596661,0.184606271442069,0.157764654417031,0.15671960099654,0.150830432355973,0.159101992845181,0.133986416699685,0.131669073630512,0.121378072139935,0.1193783330489,0.0963842985572516,0.0909134740322504,0.0882452601505456,0.0886242127881941,0.0766261681270621,0.0718146288201061,0.0693568630661597,0.0713675721965343
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Hungary,HUN,0.327778422987192,0.289389619725617,0.263065393836505,0.25924367344973,0.243336752015649,0.244329071192943,0.225767977219074,0.217882139099307,0.207769270643452,0.201954852371609,0.152803229207581,0.155337093164198,0.146696214933309,0.139528020592329,0.140985295887203,0.13504517487368,0.12231166266892,0.113640701269014
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Iceland,ISL,0.229058439084891,0.214316657293657,0.212454963973507,0.211764404921636,0.222770098259197,0.216083350002779,0.205323647848197,0.190526753496699,0.185753829737872,0.183600664272473,0.15074106828423,0.151547212230976,0.143754408675974,0.13519971352119,0.138615379730273,0.140295815890201,0.129650068289801,0.117207942412239
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,India,IND,0.315212046645894,0.30453088149739,0.303642002312484,0.294367675657941,0.294251810981391,0.281098497349887,0.280935313604627,0.271401477668189,0.268056876553913,0.2711254612435,0.246934786473349,0.244314637578235,0.242642111977853,0.230776531414504,0.223433076362686,0.223858134470954,0.225030056186401,0.224339523294896
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Indonesia,IDN,0.180917311557989,0.236733219952219,0.228550325763928,0.235623953501761,0.229275100807501,0.238122499971199,0.230900660707693,0.21994595929419,0.220451640221599,0.217272010874721,0.169279897578353,0.170211692280132,0.18049500079499,0.183326791197097,0.174549440570805,0.175415889876094,0.176618549366552,0.172705635642186
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,"Iran, Islamic Rep.",IRN,0.394711667741477,0.490644675189585,0.488505685109604,0.496267540359873,0.479327653679965,0.465629442100885,0.478601794547956,0.500081220536185,0.513904426576123,0.505637107881159,0.513685694601504,0.518639163873776,0.524392257505222,0.570071090809669,0.564038492931124,0.558442201930879,0.554126980481977,0.540171548632567
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Iraq,IRQ,0.367941656243121,0.279726781430718,0.286265042290524,0.318802094165716,0.327969161180281,0.451505392462733,0.320758517597804,0.304696215107712,0.280589745288624,0.254509319683412,0.263654550368978,0.292125686123197,0.306604131446925,0.315305722713716,0.315491856542805,0.318828433552438,0.322693658798287,0.336699359538795
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Ireland,IRL,0.310950020097827,0.22049235252774,0.214284244113374,0.213808505170788,0.197221033156221,0.189211252849382,0.179293910008191,0.177435643991389,0.171210773943791,0.160064290776326,0.102450179006229,0.0901956043943627,0.0814114739000009,0.0738547310566325,0.0651901873659552,0.0592216016048082,0.0535233684526777,0.052984707562183
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Israel,ISR,0.300387726773274,0.286693735456323,0.284790660405742,0.284140599547024,0.300138494418119,0.304121128002754,0.28971615151932,0.268756327987989,0.267570453937387,0.261612729454032,0.189854375766457,0.182789122753983,0.164385693625919,0.163073517328719,0.155561615966071,0.141257747239554,0.136502943723256,0.129883034786373
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Italy,ITA,0.176244794051134,0.162946569203279,0.158591294906576,0.155251837689425,0.157320823596449,0.163959106662362,0.16543780723269,0.164466649043719,0.159738666732804,0.15510967952079,0.121133926336759,0.118023388415552,0.115253865067765,0.112025076527002,0.10939000667755,0.113455108766238,0.107911746386744,0.09838028047832
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Jamaica,JAM,0.36849784393166,0.412290961954916,0.411427134225644,0.408519264367475,0.398504766921124,0.395900246420813,0.392457146653877,0.390319083580613,0.438949981401362,0.430008346035985,0.27323611090245,0.259386360394943,0.302956140136738,0.292527873341439,0.226708070666016,0.236932431004507,0.222723487823082,0.234890350310833
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Japan,JPN,0.267847771099164,0.255573786940125,0.252351517752427,0.248646369492229,0.255425030064507,0.253006255400387,0.246560465568946,0.244407686501061,0.236829823805519,0.240023790257918,0.221780546214586,0.215467297766275,0.207298818312204,0.201125127670527,0.197429148150437,0.194791967879522,0.179621451945363,0.165247726085042
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Jordan,JOR,0.366363600182743,0.355665545048105,0.37795826245612,0.359959537127877,0.354685219043742,0.34926522624529,0.346707773550302,0.342436442199075,0.320361086780134,0.307657601676945,0.270527798707273,0.277759028025609,0.259257613269692,0.238808830313263,0.219494378068561,0.219540531283211,0.214135175206019,0.220157423553638
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Kazakhstan,KAZ,0.860792479501256,0.709922231094113,0.659380064654675,0.573272891419809,0.582359946575986,0.593658994485333,0.583088361376975,0.571239720264429,0.578180708332883,0.554700916647994,0.381936954077852,0.38722280614122,0.373947452204802,0.339150298627096,0.360345402920391,0.376442218762716,0.357851664191667,0.339986070451516
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Kenya,KEN,0.067608991227557,0.06979062820573,0.0773588378410861,0.0690643487321331,0.0666648866272131,0.0584700116128783,0.0619481747025784,0.0655665925027564,0.0686008988682623,0.0642006392817147,0.0837406162014032,0.0836166896871427,0.0758709263336308,0.0733120754014251,0.0727363248600445,0.0756268430321713,0.0717921412507296,0.0691075520679385
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Kiribati,KIR,0.101391414776169,0.0941766111754645,0.149623296496049,0.138515810467631,0.202264139108263,0.210204260334809,0.219535508411573,0.287733580516013,0.292332386638089,0.263955171336668,0.207194809398701,0.23240299312247,0.229427615228121,0.230996092480606,0.235905391185705,0.228107376537291,0.231579894794136,0.229961747258108
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,"Korea, Rep.",KOR,0.458653173687348,0.392093781553849,0.401683323204681,0.389827976583737,0.368456724535882,0.360286828788399,0.356452609011432,0.341525567123383,0.328545611224193,0.317130622568787,0.295923202792653,0.290326611914426,0.283265274753315,0.269016206519282,0.255575461958301,0.251757535125104,0.228531307738509,0.219994068175807
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Kuwait,KWT,0.496552627602372,0.443271069374111,0.462333205577435,0.486992059581178,0.493924103216367,0.442655036586122,0.427307418189598,0.433439412477037,0.417260464799702,0.384805376621936,0.428663691771747,0.445073734933063,0.441287648029672,0.435144542120266,0.456188936336968,0.480185581624516,0.467510334897106,0.495090145387333
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Kyrgyz Republic,KGZ,0.883789460968514,0.29072112938991,0.269198901181772,0.214730671247536,0.268455852462673,0.281762519715103,0.26097031708349,0.2615456565679,0.252639452360288,0.280671398797067,0.276007781150224,0.260695637719539,0.299084414097879,0.254894357665349,0.249867700621549,0.267289866614065,0.24076326074481,0.230176757411714
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Lao PDR,LAO,0.0297885158200191,0.0359288191514162,0.0593514585458224,0.0618049828352272,0.0654559920083202,0.0641496132223698,0.0632301946350887,0.0611272406386273,0.0738171468959482,0.0725162149582735,0.325232468474393,0.368928822107196,0.358384768886785,0.331415883663868,0.330913043841405,0.395460004851603,0.396906649132666,0.405481994696297
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Latvia,LVA,0.420734490006144,0.241596745482274,0.209815211292053,0.209005963231996,0.194054415563724,0.184804219540059,0.170886531283443,0.154490452762539,0.145613426759704,0.13765563039887,0.120512451667828,0.115799756607871,0.12110938471003,0.116564502309322,0.111043492879558,0.106767049870994,0.0940055207308049,0.090945318948964
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Lebanon,LBN,0.310811947522319,0.34276791155019,0.305531373405017,0.317491434006718,0.306005295057369,0.296527146748963,0.281667340146637,0.272418241205369,0.261112187292278,0.221310364454906,0.28298184476586,0.294851324442099,0.282020379878355,0.297576081880514,0.30591659295867,0.254174153137075,0.255947750644477,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Lesotho,LSO,0.0422355679193023,0.0349571689588952,0.091351056593889,0.0904788596036978,0.094879651887179,0.092068101840612,0.0947273723774303,0.0919140932631485,0.0903646772069795,0.110814369566004,0.0999807175623873,0.111636676340274,0.110997639381798,0.120574878378525,0.137874742041491,0.137164522408326,0.144555354099828,0.146378764866
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Liberia,LBR,0.0902834072639762,0.0705592059147943,0.0735615521691255,0.0812611705166863,0.0792727935799186,0.122573446483315,0.130118232647515,0.154664684692002,0.151882841374034,0.128043531922626,0.174613746886936,0.149884553843544,0.168822775165163,0.182756646922357,0.20057875337802,0.199785134545774,0.198009941830835,0.184297974828622
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Libya,LBY,0.405175037815755,0.526011591042615,0.52360873081354,0.527208994033597,0.544843683346516,0.51969506801541,0.49231604210385,0.47724505308,0.446189139937509,0.392758647774094,0.654264172591268,0.534118218062042,0.511610521997569,0.580320041583568,0.651868722085153,0.620891154866246,0.689331039167859,0.67198208608104
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Lithuania,LTU,0.461372934738283,0.249790976304518,0.211185624721329,0.210825191293493,0.198814475755905,0.180151094976224,0.176914667692689,0.175431578299651,0.166113143045916,0.164009276776115,0.128285913169743,0.126661790504918,0.121199732956941,0.11808063666902,0.117677513295596,0.111223837643916,0.0995470095446907,0.0989396391789016
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Luxembourg,LUX,0.387177680877018,0.176285505894221,0.177658725778831,0.182806296154761,0.190337301201827,0.193281071359946,0.210729728643062,0.209672711255002,0.194963575153973,0.171287854446062,0.116839334158046,0.11719403497262,0.119318170896187,0.117771783430812,0.0981842682862867,0.0959901639532749,0.0826028475382638,0.080579953283665
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,"Macao SAR, China",MAC,0.0513733646615065,0.0765500693040026,0.0613673839191493,0.0637885349913072,0.0642423416071587,0.0582671928128172,0.0533126244461613,0.0496369797577086,0.0434950184532623,0.0360051706775035,0.0333242207688429,0.0368812581515699,0.0272023047655103,0.0301520793457555,0.0700445815568504,0.0553802662759619,0.0717538738261416,0.0422805066682147
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Madagascar,MDG,0.0381241891037375,0.0632488058242762,0.0600749887297307,0.057227143677312,0.0445413872001811,0.0539120890034963,0.0554012682810329,0.0564236082721259,0.0513269787710984,0.0510750109246789,0.075270622292096,0.0791369030212111,0.0728961637204836,0.0827148070151506,0.0692108301329867,0.0859601256361227,0.0807871102543053,0.0799597122529957
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Malawi,MWI,0.153626287622576,0.198228877943965,0.22129949507929,0.237297507443229,0.230704295998562,0.219989616596093,0.20832730999311,0.228801934216915,0.232278339035773,0.2278171350441,0.174928934676756,0.184998651162985,0.181874581149738,0.173980082003521,0.162232189594719,0.184061516297741,0.174201332057435,0.185335194582711
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Malaysia,MYS,0.300698304607362,0.306108270067934,0.307239249394967,0.323485033836387,0.325006915993711,0.328229427546947,0.332995045353646,0.337621373876333,0.331446914318244,0.340318218251462,0.273969786863696,0.248770786865884,0.253735255296064,0.243818889117936,0.25605886185209,0.253242077551176,0.246488690679441,0.2458179238784
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Maldives,MDV,0.0475529194713951,0.0935708398791635,0.164813318636196,0.151717777068743,0.171325099916083,0.127702402098506,0.154417432507941,0.161201885182141,0.159310708438447,0.156078132775906,0.203017085543809,0.200741402718421,0.214383164706313,0.231790942682799,0.351261392834872,0.267864207144984,0.248424188066874,0.245359096879403
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Mali,MLI,0.0235516627078716,0.0208793806270939,0.0398001264868509,0.0356051138555544,0.0362002606107794,0.0340003801285421,0.0343773431758094,0.033402316433212,0.0386563172026327,0.0439994041949954,0.101589371163596,0.107662571203478,0.110094795031032,0.120936303586683,0.127025282095735,0.125543747998298,0.125860036109448,0.117020130015387
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Malta,MLT,0.36053134199379,0.239072442715072,0.176390859599633,0.207708036981244,0.188333718062074,0.204232302794193,0.20288265387349,0.199320169311588,0.196633009784851,0.191708494786169,0.0640452607768964,0.064696823713575,0.0607140431780276,0.0622615721547942,0.062474719849107,0.0553009462224809,0.0574121437132276,0.0511338901198334
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Marshall Islands,MHL,0,0,0,0,0,0,0,0,0,0.000455138673126442,0,0,0,0,0,0,0,0
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Mauritania,MRT,0.0655398016588793,0.182552571038315,0.0814915439266155,0.0896107423902173,0.0981963776942933,0.0960820927838149,0.100795571095786,0.0962099907858368,0.0899843727896877,0.101131324737275,0.10856162652423,0.146714171398587,0.147280835022044,0.156888843756623,0.164364798210618,0.166145573653879,0.161946188820898,0.147938508248195
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Mauritius,MUS,0.12514965907538,0.151126932940887,0.154482047425062,0.15805793190074,0.158773985525205,0.156947895207519,0.151720157426622,0.159468508877343,0.16958279180402,0.164844660213489,0.139123665828759,0.138440434322148,0.132049390677657,0.129271677974256,0.134840192325756,0.138709055323937,0.129157156644223,0.125660515751241
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Mexico,MEX,0.203698190480412,0.194080507398007,0.196498637183736,0.196416472932,0.199960689609379,0.207357210873317,0.204856775462801,0.20847129233145,0.206305736768397,0.205125475047352,0.188150188331267,0.186264372705737,0.173721606457109,0.177779783152632,0.171019814272867,0.170713418214924,0.169389624057006,0.171587552849206
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,"Micronesia, Fed. Sts.",FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Moldova,MDA,0.671856703924814,0.454131630859108,0.411497319438909,0.403937901358763,0.381381423442555,0.38525847196673,0.359657429294749,0.353221976645577,0.328177064754592,0.315219879912516,0.242681726968654,0.22969810912462,0.235493952748181,0.233771614751757,0.247542619627187,0.2369824295117,0.244584554846329,0.254772903650226
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Mongolia,MNG,0.94378970105095,0.629905317922078,0.650697504641171,0.629959279372117,0.644592730003037,0.583953367254445,0.539970736142307,0.585038888680229,0.615836354115369,0.580250759352351,0.445240628488948,0.46465821877955,0.46975029628529,0.490921971349055,0.457091017474592,0.496442322699351,0.492475341067647,0.497875651498177
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Morocco,MAR,0.206935232133497,0.230191028016576,0.229289772328877,0.234578211661415,0.233969892558089,0.219378793663786,0.235803109250185,0.238284597903389,0.224642103854861,0.220222276851941,0.210893154249959,0.210121355471007,0.208137749626052,0.222993175677368,0.225903029928136,0.226058018512025,0.214042232504968,0.205705012214777
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Mozambique,MOZ,0.162002730868181,0.100689067388159,0.121693058545881,0.13018676159937,0.124386909107963,0.147441125961455,0.150003963794898,0.135281565027342,0.130531440100013,0.139134845725398,0.198166274956691,0.1926137663872,0.180365390053095,0.188824992872336,0.176809611840815,0.201024855983377,0.207957491089907,0.191567811563156
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Myanmar,MMR,0.143576070352824,0.170719384226232,0.163029878250141,0.127939237774953,0.115111384360706,0.125282534424227,0.107021024581502,0.0996473429402209,0.0819393167430929,0.0764208683261848,0.0799149043960768,0.110594647593174,0.103351810560404,0.0994904430264208,0.110451541075877,0.115119498720368,0.112620821106978,0.114912413212627
